table	offset	size	member	type	field_type	count	flags	layer	tier	writers	readers
CAI_BaseNPCTroika	0x1138	0x4	m_iVAttributesBase[ v_attribute_generation ]	int	FIELD_INTEGER	1	KEY key=base_generation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x113c	0x4	m_iVAttributesBase[ v_attribute_armor_rating ]	int	FIELD_INTEGER	1	KEY key=base_armor_rating	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1140	0x4	m_iVAttributesBase[ v_attribute_level ]	int	FIELD_INTEGER	1	KEY key=base_level	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1144	0x4	m_iVAttributesBase[ v_attribute_frenzy_check_mod ]	int	FIELD_INTEGER	1	KEY key=base_frenzy_check_mod	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1148	0x4	m_iVAttributesBase[ v_attribute_soak_pool ]	int	FIELD_INTEGER	1	KEY key=base_soak_pool	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x114c	0x4	m_iVAttributesBase[ v_attribute_automatic_soak_successes ]	int	FIELD_INTEGER	1	KEY key=base_automatic_soak_successes	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1150	0x4	m_iVAttributesBase[ v_attribute_automatic_str_successes ]	int	FIELD_INTEGER	1	KEY key=base_automatic_str_successes	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1154	0x4	m_iVAttributesBase[ v_attribute_health_buffer ]	int	FIELD_INTEGER	1	KEY key=base_health_buffer	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1158	0x4	m_iVAttributesBase[ v_attribute_encumbrance ]	int	FIELD_INTEGER	1	KEY key=base_encumbrance	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x115c	0x4	m_iVAttributesBase[ v_attribute_humanity ]	int	FIELD_INTEGER	1	KEY key=base_humanity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1160	0x4	m_iVAttributesBase[ v_attribute_masquerade ]	int	FIELD_INTEGER	1	KEY key=base_masquerade	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1164	0x4	m_iVAttributesBase[ v_attribute_experience_modifier ]	int	FIELD_INTEGER	1	KEY key=base_experience_modifier	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1168	0x4	m_iVAttributesBase[ v_attribute_starting_equipment ]	int	FIELD_INTEGER	1	KEY key=base_starting_equipment	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x116c	0x4	m_iVAttributesBase[ v_attribute_excluded_equipment ]	int	FIELD_INTEGER	1	KEY key=base_excluded_equipment	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1170	0x4	m_iVAttributesBase[ v_attribute_vampheal_type ]	int	FIELD_INTEGER	1	KEY key=base_vampheal_type	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1174	0x4	m_iVAttributesBase[ v_attribute_autolevel_template ]	int	FIELD_INTEGER	1	KEY key=base_autolevel_template	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1178	0x4	m_iVAttributesBase[ v_attribute_experience ]	int	FIELD_INTEGER	1	KEY key=base_experience	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x117c	0x4	m_iVAttributesCurrent[ v_attribute_attrib_order ]	int	FIELD_INTEGER	1	KEY key=attrib_order	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1180	0x4	m_iVAttributesCurrent[ v_attribute_strength ]	int	FIELD_INTEGER	1	KEY key=strength	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1184	0x4	m_iVAttributesCurrent[ v_attribute_dexterity ]	int	FIELD_INTEGER	1	KEY key=dexterity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1188	0x4	m_iVAttributesCurrent[ v_attribute_stamina ]	int	FIELD_INTEGER	1	KEY key=stamina	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x118c	0x4	m_iVAttributesCurrent[ v_attribute_charisma ]	int	FIELD_INTEGER	1	KEY key=charisma	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1190	0x4	m_iVAttributesCurrent[ v_attribute_manipulation ]	int	FIELD_INTEGER	1	KEY key=manipulation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1194	0x4	m_iVAttributesCurrent[ v_attribute_appearance ]	int	FIELD_INTEGER	1	KEY key=appearance	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1198	0x4	m_iVAttributesCurrent[ v_attribute_perception ]	int	FIELD_INTEGER	1	KEY key=perception	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x119c	0x4	m_iVAttributesCurrent[ v_attribute_intelligence ]	int	FIELD_INTEGER	1	KEY key=intelligence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11a0	0x4	m_iVAttributesCurrent[ v_attribute_wits ]	int	FIELD_INTEGER	1	KEY key=wits	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11a4	0x4	m_iVAttributesCurrent[ v_attribute_clan ]	int	FIELD_INTEGER	1	KEY key=clan	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11a8	0x4	m_iVAttributesCurrent[ v_attribute_gender ]	int	FIELD_INTEGER	1	KEY key=gender	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11ac	0x4	m_iVAttributesCurrent[ v_attribute_bloodpool ]	int	FIELD_INTEGER	1	KEY key=bloodpool	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11b0	0x4	m_iVAttributesCurrent[ v_attribute_bloodpool_max ]	int	FIELD_INTEGER	1	KEY key=bloodpool_max	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11b4	0x4	m_iVAttributesCurrent[ v_attribute_faithpoints ]	int	FIELD_INTEGER	1	KEY key=faithpoints	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11b8	0x4	m_iVAttributesCurrent[ v_attribute_health ]	int	FIELD_INTEGER	1	KEY key=vhealth	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11bc	0x4	m_iVAttributesCurrent[ v_attribute_health_aggravated_dmg ]	int	FIELD_INTEGER	1	KEY key=health_aggravated_dmg	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11c0	0x4	m_iVAttributesCurrent[ v_attribute_max_health ]	int	FIELD_INTEGER	1	KEY key=vmax_health	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11c4	0x4	m_iVAttributesCurrent[ v_attribute_generation ]	int	FIELD_INTEGER	1	KEY key=generation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11c8	0x4	m_iVAttributesCurrent[ v_attribute_armor_rating ]	int	FIELD_INTEGER	1	KEY key=armor_rating	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11cc	0x4	m_iVAttributesCurrent[ v_attribute_level ]	int	FIELD_INTEGER	1	KEY key=level	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11d0	0x4	m_iVAttributesCurrent[ v_attribute_frenzy_check_mod ]	int	FIELD_INTEGER	1	KEY key=frenzy_check_mod	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11d4	0x4	m_iVAttributesCurrent[ v_attribute_soak_pool ]	int	FIELD_INTEGER	1	KEY key=soak_pool	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11d8	0x4	m_iVAttributesCurrent[ v_attribute_automatic_soak_successes ]	int	FIELD_INTEGER	1	KEY key=automatic_soak_successes	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11dc	0x4	m_iVAttributesCurrent[ v_attribute_automatic_str_successes ]	int	FIELD_INTEGER	1	KEY key=automatic_str_successes	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11e0	0x4	m_iVAttributesCurrent[ v_attribute_health_buffer ]	int	FIELD_INTEGER	1	KEY key=health_buffer	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11e4	0x4	m_iVAttributesCurrent[ v_attribute_encumbrance ]	int	FIELD_INTEGER	1	KEY key=encumbrance	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11e8	0x4	m_iVAttributesCurrent[ v_attribute_humanity ]	int	FIELD_INTEGER	1	KEY key=humanity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11ec	0x4	m_iVAttributesCurrent[ v_attribute_masquerade ]	int	FIELD_INTEGER	1	KEY key=masquerade	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11f0	0x4	m_iVAttributesCurrent[ v_attribute_experience_modifier ]	int	FIELD_INTEGER	1	KEY key=experience_modifier	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11f4	0x4	m_iVAttributesCurrent[ v_attribute_starting_equipment ]	int	FIELD_INTEGER	1	KEY key=starting_equipment	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11f8	0x4	m_iVAttributesCurrent[ v_attribute_excluded_equipment ]	int	FIELD_INTEGER	1	KEY key=excluded_equipment	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x11fc	0x4	m_iVAttributesCurrent[ v_attribute_vampheal_type ]	int	FIELD_INTEGER	1	KEY key=vampheal_type	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1200	0x4	m_iVAttributesCurrent[ v_attribute_autolevel_template ]	int	FIELD_INTEGER	1	KEY key=autolevel_template	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1204	0x4	m_iVAttributesCurrent[ v_attribute_experience ]	int	FIELD_INTEGER	1	KEY key=experience	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1208		m_pVAttributesBase	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x120c		m_pVAttributesCurrent	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x1210	0x4	m_iVAbilitiesBase[ v_ability_ability_order ]	int	FIELD_INTEGER	1	KEY key=base_ability_order	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1214	0x4	m_iVAbilitiesBase[ v_ability_brawl ]	int	FIELD_INTEGER	1	KEY key=base_brawl	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1218	0x4	m_iVAbilitiesBase[ v_ability_dodge ]	int	FIELD_INTEGER	1	KEY key=base_dodge	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x121c	0x4	m_iVAbilitiesBase[ v_ability_intimidate ]	int	FIELD_INTEGER	1	KEY key=base_intimidate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1220	0x4	m_iVAbilitiesBase[ v_ability_subterfuge ]	int	FIELD_INTEGER	1	KEY key=base_subterfuge	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1224	0x4	m_iVAbilitiesBase[ v_ability_firearms ]	int	FIELD_INTEGER	1	KEY key=base_firearms	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1228	0x4	m_iVAbilitiesBase[ v_ability_melee ]	int	FIELD_INTEGER	1	KEY key=base_melee	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x122c	0x4	m_iVAbilitiesBase[ v_ability_security ]	int	FIELD_INTEGER	1	KEY key=base_security	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1230	0x4	m_iVAbilitiesBase[ v_ability_stealth ]	int	FIELD_INTEGER	1	KEY key=base_stealth	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1234	0x4	m_iVAbilitiesBase[ v_ability_computers ]	int	FIELD_INTEGER	1	KEY key=base_computers	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1238	0x4	m_iVAbilitiesBase[ v_ability_finance ]	int	FIELD_INTEGER	1	KEY key=base_finance	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x123c	0x4	m_iVAbilitiesBase[ v_ability_investigation ]	int	FIELD_INTEGER	1	KEY key=base_investigation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1240	0x4	m_iVAbilitiesBase[ v_ability_academics ]	int	FIELD_INTEGER	1	KEY key=base_academics	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1244	0x4	m_iVAbilitiesCurrent[ v_ability_ability_order ]	int	FIELD_INTEGER	1	KEY key=ability_order	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1248	0x4	m_iVAbilitiesCurrent[ v_ability_brawl ]	int	FIELD_INTEGER	1	KEY key=brawl	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x124c	0x4	m_iVAbilitiesCurrent[ v_ability_dodge ]	int	FIELD_INTEGER	1	KEY key=dodge	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1250	0x4	m_iVAbilitiesCurrent[ v_ability_intimidate ]	int	FIELD_INTEGER	1	KEY key=intimidate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1254	0x4	m_iVAbilitiesCurrent[ v_ability_subterfuge ]	int	FIELD_INTEGER	1	KEY key=subterfuge	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1258	0x4	m_iVAbilitiesCurrent[ v_ability_firearms ]	int	FIELD_INTEGER	1	KEY key=firearms	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x125c	0x4	m_iVAbilitiesCurrent[ v_ability_melee ]	int	FIELD_INTEGER	1	KEY key=melee	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1260	0x4	m_iVAbilitiesCurrent[ v_ability_security ]	int	FIELD_INTEGER	1	KEY key=security	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1264	0x4	m_iVAbilitiesCurrent[ v_ability_stealth ]	int	FIELD_INTEGER	1	KEY key=stealth	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1268	0x4	m_iVAbilitiesCurrent[ v_ability_computers ]	int	FIELD_INTEGER	1	KEY key=computers	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x126c	0x4	m_iVAbilitiesCurrent[ v_ability_finance ]	int	FIELD_INTEGER	1	KEY key=finance	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1270	0x4	m_iVAbilitiesCurrent[ v_ability_investigation ]	int	FIELD_INTEGER	1	KEY key=investigation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1274	0x4	m_iVAbilitiesCurrent[ v_ability_academics ]	int	FIELD_INTEGER	1	KEY key=academics	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1278		m_pVAbilitiesBase	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x127c		m_pVAbilitiesCurrent	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x1280	0x4	m_iVDisciplinesBase[ v_discipline_animalism ]	int	FIELD_INTEGER	1	KEY key=base_animalism	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1284	0x4	m_iVDisciplinesBase[ v_discipline_auspex ]	int	FIELD_INTEGER	1	KEY key=base_auspex	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1288	0x4	m_iVDisciplinesBase[ v_discipline_blood_healing ]	int	FIELD_INTEGER	1	KEY key=base_blood_healing	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x128c	0x4	m_iVDisciplinesBase[ v_discipline_celerity ]	int	FIELD_INTEGER	1	KEY key=base_celerity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1290	0x4	m_iVDisciplinesBase[ v_discipline_corpus_vampirus ]	int	FIELD_INTEGER	1	KEY key=base_corpus_vampirus	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1294	0x4	m_iVDisciplinesBase[ v_discipline_dementation ]	int	FIELD_INTEGER	1	KEY key=base_dementation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1298	0x4	m_iVDisciplinesBase[ v_discipline_dominate ]	int	FIELD_INTEGER	1	KEY key=base_dominate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x129c	0x4	m_iVDisciplinesBase[ v_discipline_fortitude ]	int	FIELD_INTEGER	1	KEY key=base_fortitude	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12a0	0x4	m_iVDisciplinesBase[ v_discipline_obfuscate ]	int	FIELD_INTEGER	1	KEY key=base_obfuscate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12a4	0x4	m_iVDisciplinesBase[ v_discipline_potence ]	int	FIELD_INTEGER	1	KEY key=base_potence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12a8	0x4	m_iVDisciplinesBase[ v_discipline_presence ]	int	FIELD_INTEGER	1	KEY key=base_presence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12ac	0x4	m_iVDisciplinesBase[ v_discipline_protean ]	int	FIELD_INTEGER	1	KEY key=base_protean	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12b0	0x4	m_iVDisciplinesBase[ v_discipline_thaumaturgy ]	int	FIELD_INTEGER	1	KEY key=base_thaumaturgy	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12c4	0x4	m_iVDisciplinesCurrent[ v_discipline_animalism ]	int	FIELD_INTEGER	1	KEY key=animalism	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12c8	0x4	m_iVDisciplinesCurrent[ v_discipline_auspex ]	int	FIELD_INTEGER	1	KEY key=auspex	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12cc	0x4	m_iVDisciplinesCurrent[ v_discipline_blood_healing ]	int	FIELD_INTEGER	1	KEY key=blood_healing	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12d0	0x4	m_iVDisciplinesCurrent[ v_discipline_celerity ]	int	FIELD_INTEGER	1	KEY key=celerity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12d4	0x4	m_iVDisciplinesCurrent[ v_discipline_corpus_vampirus ]	int	FIELD_INTEGER	1	KEY key=corpus_vampirus	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12d8	0x4	m_iVDisciplinesCurrent[ v_discipline_dementation ]	int	FIELD_INTEGER	1	KEY key=dementation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12dc	0x4	m_iVDisciplinesCurrent[ v_discipline_dominate ]	int	FIELD_INTEGER	1	KEY key=dominate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12e0	0x4	m_iVDisciplinesCurrent[ v_discipline_fortitude ]	int	FIELD_INTEGER	1	KEY key=fortitude	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12e4	0x4	m_iVDisciplinesCurrent[ v_discipline_obfuscate ]	int	FIELD_INTEGER	1	KEY key=obfuscate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12e8	0x4	m_iVDisciplinesCurrent[ v_discipline_potence ]	int	FIELD_INTEGER	1	KEY key=potence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12ec	0x4	m_iVDisciplinesCurrent[ v_discipline_presence ]	int	FIELD_INTEGER	1	KEY key=presence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12f0	0x4	m_iVDisciplinesCurrent[ v_discipline_protean ]	int	FIELD_INTEGER	1	KEY key=protean	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x12f4	0x4	m_iVDisciplinesCurrent[ v_discipline_thaumaturgy ]	int	FIELD_INTEGER	1	KEY key=thaumaturgy	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1308		m_pVDisciplinesBase	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x130c		m_pVDisciplinesCurrent	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x1310	0x4	m_iVActiveDisciplinesBase[ v_discipline_animalism ]	int	FIELD_INTEGER	1	KEY key=base_active_animalism	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1314	0x4	m_iVActiveDisciplinesBase[ v_discipline_auspex ]	int	FIELD_INTEGER	1	KEY key=base_active_auspex	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1318	0x4	m_iVActiveDisciplinesBase[ v_discipline_blood_healing ]	int	FIELD_INTEGER	1	KEY key=base_active_blood_healing	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x131c	0x4	m_iVActiveDisciplinesBase[ v_discipline_celerity ]	int	FIELD_INTEGER	1	KEY key=base_active_celerity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1320	0x4	m_iVActiveDisciplinesBase[ v_discipline_corpus_vampirus ]	int	FIELD_INTEGER	1	KEY key=base_active_corpus_vampirus	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1324	0x4	m_iVActiveDisciplinesBase[ v_discipline_dementation ]	int	FIELD_INTEGER	1	KEY key=base_active_dementation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1328	0x4	m_iVActiveDisciplinesBase[ v_discipline_dominate ]	int	FIELD_INTEGER	1	KEY key=base_active_active_active_dominate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x132c	0x4	m_iVActiveDisciplinesBase[ v_discipline_fortitude ]	int	FIELD_INTEGER	1	KEY key=base_active_fortitude	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1330	0x4	m_iVActiveDisciplinesBase[ v_discipline_obfuscate ]	int	FIELD_INTEGER	1	KEY key=base_active_obfuscate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1334	0x4	m_iVActiveDisciplinesBase[ v_discipline_potence ]	int	FIELD_INTEGER	1	KEY key=base_active_potence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1338	0x4	m_iVActiveDisciplinesBase[ v_discipline_presence ]	int	FIELD_INTEGER	1	KEY key=base_active_presence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x133c	0x4	m_iVActiveDisciplinesBase[ v_discipline_protean ]	int	FIELD_INTEGER	1	KEY key=base_active_protean	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1340	0x4	m_iVActiveDisciplinesBase[ v_discipline_thaumaturgy ]	int	FIELD_INTEGER	1	KEY key=base_active_thaumaturgy	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1354	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_animalism ]	int	FIELD_INTEGER	1	KEY key=active_animalism	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1358	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_auspex ]	int	FIELD_INTEGER	1	KEY key=active_auspex	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x135c	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_blood_healing ]	int	FIELD_INTEGER	1	KEY key=active_blood_healing	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1360	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_celerity ]	int	FIELD_INTEGER	1	KEY key=active_celerity	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1364	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_corpus_vampirus ]	int	FIELD_INTEGER	1	KEY key=active_corpus_vampirus	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1368	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_dementation ]	int	FIELD_INTEGER	1	KEY key=active_dementation	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x136c	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_dominate ]	int	FIELD_INTEGER	1	KEY key=active_dominate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1370	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_fortitude ]	int	FIELD_INTEGER	1	KEY key=active_fortitude	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1374	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_obfuscate ]	int	FIELD_INTEGER	1	KEY key=active_obfuscate	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1378	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_potence ]	int	FIELD_INTEGER	1	KEY key=active_potence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x137c	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_presence ]	int	FIELD_INTEGER	1	KEY key=active_presence	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1380	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_protean ]	int	FIELD_INTEGER	1	KEY key=active_protean	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1384	0x4	m_iVActiveDisciplinesCurrent[ v_discipline_thaumaturgy ]	int	FIELD_INTEGER	1	KEY key=active_thaumaturgy	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1398		m_pVActiveDisciplinesBase	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x139c		m_pVActiveDisciplinesCurrent	int*		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x13a0	0x4	m_iVHistoryID	int	FIELD_INTEGER	1	KEY key=vhistory	CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x13a4		m_iUpdateFlags	int		1		CBaseCombatCharacter	walked	0	1
CAI_BaseNPCTroika	0x13a8		m_StatListManager	CVStatListManager_t		1		CBaseCombatCharacter	walked	0	1
CAI_BaseNPCTroika	0x13ac		m_StatListManager.m_nNextListId	int		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x13b8		m_StatListManager.m_nAllocated	int		1		CBaseCombatCharacter	walked	3	0
CAI_BaseNPCTroika	0x13bc		m_StatListManager.m_nCount	int		1		CBaseCombatCharacter	walked	3	52
CAI_BaseNPCTroika	0x13c0		m_StatListManager.m_ppLists	CVStatList_t**		1		CBaseCombatCharacter	walked	3	52
CAI_BaseNPCTroika	0x13cc	0x4	m_iGender	int	FIELD_INTEGER	1		CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x13d0	0x4	m_flLastFaithShieldHealTime	float	FIELD_TIME	1		CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x13d4	0x4	m_flHolyLightEndTime	float	FIELD_TIME	1		CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x13d8	0x4	m_iMoney	int	FIELD_INTEGER	1	KEY key=money	CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x13dc	0x8c	m_tEffectList	custom	FIELD_CUSTOM	1		CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1460		m_ReactionIds	CVReactionIdList_t		1		CBaseCombatCharacter	walked	0	1
CAI_BaseNPCTroika	0x1468	0x4	m_iCurVReaction	int	FIELD_INTEGER	1	KEY key=cur_reaction	CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x146c	0x4	m_iCurFrenzyCount	int	FIELD_INTEGER	1		CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x1470	0x4	m_flNextFrenzyTimeThreshhold	float	FIELD_TIME	1		CBaseCombatCharacter	datamap	1	0
CAI_BaseNPCTroika	0x1474	0x1	m_bFrenzyHunger	bool	FIELD_BOOLEAN	1		CBaseCombatCharacter	datamap		
CAI_BaseNPCTroika	0x1475	0x1	m_bCantBreakGrapple	bool	FIELD_BOOLEAN	1		CBaseCombatCharacter	datamap	1	0
